Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
FIT_HPPP_Bound_060622_04.17799.17799.3.dta 61338 61338 0 0 14721 14721
FIT_HPPP_Bound_060622_04.17800.17800.2.dta 0 0 0 0 1040 1040
FIT_HPPP_Bound_060622_04.17802.17802.2.dta 80373 80373 0 0 10110 10110
FIT_HPPP_Bound_060622_04.17802.17802.3.dta 80373 80373 0 0 10110 10110
FIT_HPPP_Bound_060622_04.17803.17803.2.dta 50492 50492 0 0 957 957
FIT_HPPP_Bound_060622_04.17804.17804.2.dta 382384 382384 0 0 135539 135539
FIT_HPPP_Bound_060622_04.17806.17806.1.dta 50111 50111 0 0 10190 10190
FIT_HPPP_Bound_060622_04.17807.17807.2.dta 51202 51202 0 0 5545 5545
FIT_HPPP_Bound_060622_04.17807.17807.3.dta 51202 51202 0 0 5545 5545
FIT_HPPP_Bound_060622_04.17808.17808.2.dta 47550 47550 0 0 14449 14449
FIT_HPPP_Bound_060622_04.17808.17808.3.dta 47550 47550 0 0 14449 14449
FIT_HPPP_Bound_060622_04.17810.17810.2.dta 0 0 0 0 3648 3648
FIT_HPPP_Bound_060622_04.17810.17810.3.dta 0 0 0 0 3648 3648
FIT_HPPP_Bound_060622_04.17811.17811.2.dta 43492 43492 0 0 26588 26588
FIT_HPPP_Bound_060622_04.17812.17812.2.dta 0 0 0 0 7920 7920
FIT_HPPP_Bound_060622_04.17812.17812.3.dta 0 0 0 0 7920 7920
FIT_HPPP_Bound_060622_04.17814.17814.2.dta 57830 57830 0 0 15285 15285
FIT_HPPP_Bound_060622_04.17814.17814.3.dta 57830 57830 0 0 15285 15285
FIT_HPPP_Bound_060622_04.17815.17815.2.dta 29677 29677 0 0 27558 27558
FIT_HPPP_Bound_060622_04.17816.17816.2.dta 55181 55181 0 0 14348 14348
FIT_HPPP_Bound_060622_04.17818.17818.4.dta 27862 27862 0 0 24595 24595
FIT_HPPP_Bound_060622_04.17819.17819.3.dta 39633 39633 0 0 30541 30541
FIT_HPPP_Bound_060622_04.17820.17820.2.dta 13821 13821 0 0 3746 3746
FIT_HPPP_Bound_060622_04.17820.17820.3.dta 13821 13821 0 0 3746 3746
FIT_HPPP_Bound_060622_04.17822.17826.2.dta 371790 154232 0 0 128395 53688
FIT_HPPP_Bound_060622_04.17824.17824.2.dta 69676 69676 0 0 70860 70860
FIT_HPPP_Bound_060622_04.17827.17827.3.dta 45946 45946 0 0 38116 38116
FIT_HPPP_Bound_060622_04.17828.17828.2.dta 30676 30676 0 0 1337 1337
FIT_HPPP_Bound_060622_04.17828.17828.3.dta 30676 30676 0 0 1337 1337
FIT_HPPP_Bound_060622_04.17830.17830.2.dta 149398 149398 0 0 41741 41741
FIT_HPPP_Bound_060622_04.17831.17831.2.dta 463407 463407 0 0 55894 55894
FIT_HPPP_Bound_060622_04.17832.17832.2.dta 59369 59369 0 0 15738 15738
FIT_HPPP_Bound_060622_04.17832.17832.3.dta 59369 59369 0 0 15738 15738
FIT_HPPP_Bound_060622_04.17834.17834.1.dta 133177 133177 0 0 9015 9015
FIT_HPPP_Bound_060622_04.17835.17835.4.dta 39659 39659 0 0 15234 15234
FIT_HPPP_Bound_060622_04.17836.17836.2.dta 35313 35313 0 0 4936 4936
FIT_HPPP_Bound_060622_04.17838.17838.1.dta 110073 110073 0 0 9207 9207
FIT_HPPP_Bound_060622_04.17839.17839.3.dta 61954 61954 0 0 22197 22197
FIT_HPPP_Bound_060622_04.17840.17840.2.dta 30431 30431 0 0 3016 3016
FIT_HPPP_Bound_060622_04.17842.17842.3.dta 125740 125740 0 0 25471 25471
FIT_HPPP_Bound_060622_04.17843.17843.1.dta 55402 55402 0 0 858 858
FIT_HPPP_Bound_060622_04.17844.17844.2.dta 0 0 0 0 1400 1400
FIT_HPPP_Bound_060622_04.17844.17844.3.dta 0 0 0 0 1400 1400
FIT_HPPP_Bound_060622_04.17846.17846.2.dta 119046 119046 0 0 6641 6641
FIT_HPPP_Bound_060622_04.17847.17847.2.dta 65184 65184 0 0 12728 12728
FIT_HPPP_Bound_060622_04.17848.17848.4.dta 77232 77232 0 0 7226 7226
FIT_HPPP_Bound_060622_04.17850.17850.2.dta 47967 47967 0 0 3634 3634
FIT_HPPP_Bound_060622_04.17851.17851.4.dta 15969 15969 0 0 9232 9232
FIT_HPPP_Bound_060622_04.17852.17852.2.dta 37333 37333 0 0 17689 17689
FIT_HPPP_Bound_060622_04.17854.17854.2.dta 9023382 9023382 0 0 3393666 3393666
FIT_HPPP_Bound_060622_04.17855.17855.2.dta 191748 191748 0 0 2548123 2548123
FIT_HPPP_Bound_060622_04.17856.17858.3.dta 94141 55605 0 0 40161 20927
FIT_HPPP_Bound_060622_04.17859.17859.2.dta 67483 67483 0 0 16568 16568
FIT_HPPP_Bound_060622_04.17860.17860.3.dta 30994 30994 0 0 3173 3173
FIT_HPPP_Bound_060622_04.17862.17862.2.dta 53014 53014 0 0 2511 2511
FIT_HPPP_Bound_060622_04.17862.17862.3.dta 53014 53014 0 0 2511 2511
FIT_HPPP_Bound_060622_04.17863.17863.2.dta 44914 44914 0 0 6395 6395
FIT_HPPP_Bound_060622_04.17863.17863.3.dta 44914 44914 0 0 6395 6395
FIT_HPPP_Bound_060622_04.17864.17864.2.dta 0 0 0 0 1431 1431
FIT_HPPP_Bound_060622_04.17864.17864.3.dta 0 0 0 0 1431 1431
FIT_HPPP_Bound_060622_04.17866.17866.3.dta 52722 52722 0 0 2516 2516
FIT_HPPP_Bound_060622_04.17867.17867.2.dta 31518 31518 0 0 4966 4966
FIT_HPPP_Bound_060622_04.17867.17867.3.dta 31518 31518 0 0 4966 4966
FIT_HPPP_Bound_060622_04.17868.17868.2.dta 35983 35983 0 0 9382 9382
FIT_HPPP_Bound_060622_04.17868.17868.3.dta 35983 35983 0 0 9382 9382
FIT_HPPP_Bound_060622_04.17870.17870.1.dta 150329 150329 0 0 3792 3792
FIT_HPPP_Bound_060622_04.17871.17871.2.dta 40472 40472 0 0 29049 29049
FIT_HPPP_Bound_060622_04.17872.17872.3.dta 60679 60679 0 0 84718 84718
FIT_HPPP_Bound_060622_04.17874.17874.1.dta 134484 134484 0 0 8462 8462
FIT_HPPP_Bound_060622_04.17875.17875.2.dta 23237 23237 0 0 8450 8450
FIT_HPPP_Bound_060622_04.17875.17875.3.dta 23237 23237 0 0 8450 8450
FIT_HPPP_Bound_060622_04.17876.17876.4.dta 39787 39787 0 0 15836 15836
FIT_HPPP_Bound_060622_04.17878.17878.2.dta 1133636 1133636 0 0 192801 192801
FIT_HPPP_Bound_060622_04.17879.17879.2.dta 88280 88280 0 0 8517 8517
FIT_HPPP_Bound_060622_04.17880.17880.4.dta 49008 49008 0 0 17288 17288
FIT_HPPP_Bound_060622_04.17882.17882.2.dta 1275043 1275043 0 0 203175 203175
FIT_HPPP_Bound_060622_04.17883.17883.2.dta 86663 86663 0 0 9899 9899
FIT_HPPP_Bound_060622_04.17884.17884.2.dta 55614 55614 0 0 5325 5325
FIT_HPPP_Bound_060622_04.17884.17884.3.dta 55614 55614 0 0 5325 5325
FIT_HPPP_Bound_060622_04.17886.17887.1.dta 2563964 1281982 0 0 327217 216036
FIT_HPPP_Bound_060622_04.17888.17890.2.dta 154369 78084 0 0 13167 6846
FIT_HPPP_Bound_060622_04.17891.17891.3.dta 33945 33945 0 0 11608 11608
FIT_HPPP_Bound_060622_04.17892.17892.2.dta 46353 46353 0 0 9892 9892
FIT_HPPP_Bound_060622_04.17894.17894.2.dta 104835 104835 0 0 1594 1594
FIT_HPPP_Bound_060622_04.17895.17895.2.dta 9265091 9265091 0 0 612505 612505
FIT_HPPP_Bound_060622_04.17896.17896.2.dta 40682 40682 0 0 1265 1265
FIT_HPPP_Bound_060622_04.17896.17896.3.dta 40682 40682 0 0 1265 1265
FIT_HPPP_Bound_060622_04.17898.17898.2.dta 1007026 1007026 0 0 250943 250943
FIT_HPPP_Bound_060622_04.17899.17899.2.dta 110972 110972 0 0 1305 1305
FIT_HPPP_Bound_060622_04.17901.17901.2.dta 738124 738124 0 0 169248 169248
FIT_HPPP_Bound_060622_04.17902.17902.2.dta 1203568 1203568 0 0 268542 268542
FIT_HPPP_Bound_060622_04.17903.17903.2.dta 95531 95531 0 0 7792 7792
FIT_HPPP_Bound_060622_04.17903.17903.3.dta 95531 95531 0 0 7792 7792
FIT_HPPP_Bound_060622_04.17905.17905.2.dta 614985 614985 0 0 172411 172411
FIT_HPPP_Bound_060622_04.17906.17906.2.dta 0 0 0 0 4356 4356
FIT_HPPP_Bound_060622_04.17907.17907.2.dta 22037 22037 0 0 2951 2951
FIT_HPPP_Bound_060622_04.17907.17907.3.dta 22037 22037 0 0 2951 2951
FIT_HPPP_Bound_060622_04.17909.17909.2.dta 179690 179690 0 0 5578 5578
FIT_HPPP_Bound_060622_04.17910.17910.2.dta 64484 64484 0 0 20499 20499
FIT_HPPP_Bound_060622_04.17911.17911.2.dta 93213 93213 0 0 2243 2243
FIT_HPPP_Bound_060622_04.17913.17913.3.dta 136943 136943 0 0 19880 19880
FIT_HPPP_Bound_060622_04.17914.17914.3.dta 66485 66485 0 0 48956 48956
FIT_HPPP_Bound_060622_04.17915.17915.2.dta 53635 53635 0 0 8870 8870
FIT_HPPP_Bound_060622_04.17917.17917.2.dta 31872 31872 0 0 40406 40406
FIT_HPPP_Bound_060622_04.17917.17917.3.dta 31872 31872 0 0 40406 40406
FIT_HPPP_Bound_060622_04.17918.17918.3.dta 142625 142625 0 0 51825 51825
FIT_HPPP_Bound_060622_04.17919.17919.3.dta 99107 99107 0 0 32087 32087
FIT_HPPP_Bound_060622_04.17921.17921.3.dta 90922 90922 0 0 36669 36669
FIT_HPPP_Bound_060622_04.17922.17922.2.dta 25910 25910 0 0 18188 18188
FIT_HPPP_Bound_060622_04.17923.17923.2.dta 0 0 0 0 1837 1837
FIT_HPPP_Bound_060622_04.17925.17925.2.dta 74019 74019 0 0 22706 22706
FIT_HPPP_Bound_060622_04.17926.17926.2.dta 35324 35324 0 0 17216 17216
FIT_HPPP_Bound_060622_04.17927.17927.1.dta 77903 77903 0 0 26626 26626
FIT_HPPP_Bound_060622_04.17929.17929.4.dta 0 0 0 0 18460 18460
FIT_HPPP_Bound_060622_04.17930.17930.2.dta 54064 54064 0 0 7786 7786
FIT_HPPP_Bound_060622_04.17930.17930.3.dta 54064 54064 0 0 7786 7786
FIT_HPPP_Bound_060622_04.17931.17931.2.dta 17128 17128 0 0 2246 2246
FIT_HPPP_Bound_060622_04.17933.17933.2.dta 8859910 8859910 0 0 2521748 2521748
FIT_HPPP_Bound_060622_04.17934.17934.1.dta 379704 379704 0 0 18190 18190
FIT_HPPP_Bound_060622_04.17936.17936.2.dta 9025131 9025131 0 0 1692089 1692089
FIT_HPPP_Bound_060622_04.17937.17937.1.dta 262196 262196 0 0 43007 43007
FIT_HPPP_Bound_060622_04.17939.17939.2.dta 45535 45535 0 0 9825 9825
FIT_HPPP_Bound_060622_04.17939.17939.3.dta 45535 45535 0 0 9825 9825
FIT_HPPP_Bound_060622_04.17940.17940.2.dta 70736 70736 0 0 9159 9159
FIT_HPPP_Bound_060622_04.17941.17941.1.dta 136495 136495 0 0 17976 17976
FIT_HPPP_Bound_060622_04.17943.17943.2.dta 894005 894005 0 0 8073 8073
FIT_HPPP_Bound_060622_04.17944.17944.1.dta 620596 620596 0 0 1590 1590
FIT_HPPP_Bound_060622_04.17945.17945.2.dta 412189 412189 0 0 8272 8272
FIT_HPPP_Bound_060622_04.17947.17947.2.dta 3162748 3162748 0 0 834962 834962
FIT_HPPP_Bound_060622_04.17948.17948.2.dta 42860 42860 0 0 6804 6804
FIT_HPPP_Bound_060622_04.17950.17950.1.dta 38814 38814 0 0 8398 8398
FIT_HPPP_Bound_060622_04.17951.17951.2.dta 32591 32591 0 0 3356 3356
FIT_HPPP_Bound_060622_04.17951.17951.3.dta 32591 32591 0 0 3356 3356
FIT_HPPP_Bound_060622_04.17952.17952.2.dta 0 0 0 0 11278 11278
FIT_HPPP_Bound_060622_04.17952.17952.3.dta 0 0 0 0 11278 11278
FIT_HPPP_Bound_060622_04.17954.17954.3.dta 1849344 1849344 0 0 655031 655031
FIT_HPPP_Bound_060622_04.17955.17955.1.dta 74119 74119 0 0 1277 1277
FIT_HPPP_Bound_060622_04.17956.17956.2.dta 15208 15208 0 0 5998 5998
FIT_HPPP_Bound_060622_04.17956.17956.3.dta 15208 15208 0 0 5998 5998
FIT_HPPP_Bound_060622_04.17958.17958.3.dta 1618102 1618102 0 0 469855 469855
FIT_HPPP_Bound_060622_04.17959.17959.2.dta 72145 72145 0 0 1774 1774
FIT_HPPP_Bound_060622_04.17959.17959.3.dta 72145 72145 0 0 1774 1774
FIT_HPPP_Bound_060622_04.17960.17960.3.dta 22374 22374 0 0 688712 688712
FIT_HPPP_Bound_060622_04.17962.17962.2.dta 0 0 0 0 1963 1963
FIT_HPPP_Bound_060622_04.17962.17962.3.dta 0 0 0 0 1963 1963
FIT_HPPP_Bound_060622_04.17963.17963.2.dta 35887 35887 0 0 4948 4948
FIT_HPPP_Bound_060622_04.17963.17963.3.dta 35887 35887 0 0 4948 4948
FIT_HPPP_Bound_060622_04.17964.17964.2.dta 41651 41651 0 0 3929 3929
FIT_HPPP_Bound_060622_04.17964.17964.3.dta 41651 41651 0 0 3929 3929
FIT_HPPP_Bound_060622_04.17966.17966.1.dta 169915 169915 0 0 13297 13297
FIT_HPPP_Bound_060622_04.17967.17967.2.dta 50829 50829 0 0 8842 8842
FIT_HPPP_Bound_060622_04.17968.17968.2.dta 39018 39018 0 0 5345 5345
FIT_HPPP_Bound_060622_04.17968.17968.3.dta 39018 39018 0 0 5345 5345
FIT_HPPP_Bound_060622_04.17970.17970.1.dta 235566 235566 0 0 15206 15206
FIT_HPPP_Bound_060622_04.17971.17971.1.dta 58127 58127 0 0 4340 4340
FIT_HPPP_Bound_060622_04.17972.17972.2.dta 57256 57256 0 0 7055 7055
FIT_HPPP_Bound_060622_04.17974.17974.1.dta 214035 214035 0 0 31630 31630
FIT_HPPP_Bound_060622_04.17975.17975.2.dta 68881 68881 0 0 10646 10646
FIT_HPPP_Bound_060622_04.17975.17975.3.dta 68881 68881 0 0 10646 10646
FIT_HPPP_Bound_060622_04.17976.17976.2.dta 49838 49838 0 0 10810 10810
FIT_HPPP_Bound_060622_04.17978.17978.1.dta 115583 115583 0 0 2855 2855
FIT_HPPP_Bound_060622_04.17979.17979.1.dta 211019 211019 0 0 37131 37131
FIT_HPPP_Bound_060622_04.17980.17980.2.dta 55972 55972 0 0 1427 1427
FIT_HPPP_Bound_060622_04.17980.17980.3.dta 55972 55972 0 0 1427 1427
FIT_HPPP_Bound_060622_04.17982.17982.1.dta 172293 172293 0 0 11741 11741
FIT_HPPP_Bound_060622_04.17983.17983.1.dta 128762 128762 0 0 13862 13862
FIT_HPPP_Bound_060622_04.17984.17984.1.dta 100932 100932 0 0 15966 15966
FIT_HPPP_Bound_060622_04.17986.17986.1.dta 510416 510416 0 0 21541 21541
FIT_HPPP_Bound_060622_04.17987.17987.1.dta 471719 471719 0 0 36434 36434
FIT_HPPP_Bound_060622_04.17988.17990.1.dta 1444758 1037414 0 0 98276 58016
FIT_HPPP_Bound_060622_04.17991.17991.1.dta 1012530 1012530 0 0 65933 65933
FIT_HPPP_Bound_060622_04.17992.17992.1.dta 922831 922831 0 0 89204 89204
FIT_HPPP_Bound_060622_04.17994.17994.1.dta 1451033 1451033 0 0 88090 88090
FIT_HPPP_Bound_060622_04.17995.17995.1.dta 1200560 1200560 0 0 107913 107913
FIT_HPPP_Bound_060622_04.17996.17998.1.dta 2437699 1312927 0 0 196954 102271
FIT_HPPP_Bound_060622_04.17999.17999.1.dta 819383 819383 0 0 89123 89123
FIT_HPPP_Bound_060622_04.18000.18000.1.dta 245138 245138 0 0 4341 4341
FIT_HPPP_Bound_060622_04.18002.18002.1.dta 922927 922927 0 0 72763 72763
FIT_HPPP_Bound_060622_04.18003.18003.1.dta 532809 532809 0 0 35891 35891
FIT_HPPP_Bound_060622_04.18004.18004.1.dta 232753 232753 0 0 7962 7962
FIT_HPPP_Bound_060622_04.18006.18006.1.dta 413998 413998 0 0 39269 39269
FIT_HPPP_Bound_060622_04.18007.18007.1.dta 143879 143879 0 0 14090 14090
FIT_HPPP_Bound_060622_04.18008.18010.1.dta 2853588 1474573 0 0 57165 31282
FIT_HPPP_Bound_060622_04.18011.18011.1.dta 1116640 1116640 0 0 17283 17283
FIT_HPPP_Bound_060622_04.18012.18012.1.dta 1235684 1235684 0 0 23477 23477
FIT_HPPP_Bound_060622_04.18014.18014.1.dta 129463 129463 0 0 7741 7741
FIT_HPPP_Bound_060622_04.18015.18015.1.dta 780725 780725 0 0 9940 9940
FIT_HPPP_Bound_060622_04.18016.18016.2.dta 72277 72277 0 0 7434 7434
FIT_HPPP_Bound_060622_04.18016.18016.3.dta 72277 72277 0 0 7434 7434
FIT_HPPP_Bound_060622_04.18018.18018.1.dta 97912 97912 0 0 16341 16341
FIT_HPPP_Bound_060622_04.18019.18019.1.dta 132483 132483 0 0 7747 7747
FIT_HPPP_Bound_060622_04.18020.18020.3.dta 53991 53991 0 0 7582 7582
FIT_HPPP_Bound_060622_04.18022.18022.2.dta 135377 135377 0 0 12307 12307
FIT_HPPP_Bound_060622_04.18022.18022.3.dta 135377 135377 0 0 12307 12307
FIT_HPPP_Bound_060622_04.18023.18023.1.dta 427936 427936 0 0 9688 9688
FIT_HPPP_Bound_060622_04.18024.18024.1.dta 91642 91642 0 0 8318 8318
FIT_HPPP_Bound_060622_04.18026.18026.1.dta 183769 183769 0 0 9054 9054
FIT_HPPP_Bound_060622_04.18027.18027.2.dta 40486 40486 0 0 11920 11920
FIT_HPPP_Bound_060622_04.18027.18027.3.dta 40486 40486 0 0 11920 11920
FIT_HPPP_Bound_060622_04.18028.18028.2.dta 472204 472204 0 0 139892 139892
FIT_HPPP_Bound_060622_04.18030.18030.1.dta 733498 733498 0 0 39785 39785
FIT_HPPP_Bound_060622_04.18031.18031.1.dta 315938 315938 0 0 24880 24880
FIT_HPPP_Bound_060622_04.18032.18032.1.dta 242390 242390 0 0 12245 12245
FIT_HPPP_Bound_060622_04.18034.18034.1.dta 921522 921522 0 0 59208 59208
FIT_HPPP_Bound_060622_04.18035.18035.1.dta 1722536 1722536 0 0 182632 182632
FIT_HPPP_Bound_060622_04.18036.18036.1.dta 574272 574272 0 0 51256 51256
FIT_HPPP_Bound_060622_04.18038.18038.1.dta 3957642 3957642 0 0 198931 198931
FIT_HPPP_Bound_060622_04.18039.18039.1.dta 1435038 1435038 0 0 103141 103141
FIT_HPPP_Bound_060622_04.18040.18040.1.dta 1102521 1102521 0 0 29957 29957
FIT_HPPP_Bound_060622_04.18042.18042.1.dta 1656061 1656061 0 0 161490 161490
FIT_HPPP_Bound_060622_04.18043.18043.1.dta 8212656 8212656 0 0 331245 331245
FIT_HPPP_Bound_060622_04.18044.18044.2.dta 744500 744500 0 0 86030 86030
FIT_HPPP_Bound_060622_04.18046.18046.1.dta 3162786 3162786 0 0 287242 287242
FIT_HPPP_Bound_060622_04.18047.18047.1.dta 11135833 11135833 0 0 353076 353076
FIT_HPPP_Bound_060622_04.18048.18048.2.dta 900089 900089 0 0 93152 93152
FIT_HPPP_Bound_060622_04.18050.18050.1.dta 999153 999153 0 0 14809 14809
FIT_HPPP_Bound_060622_04.18051.18051.2.dta 842626 842626 0 0 194207 194207
FIT_HPPP_Bound_060622_04.18051.18051.3.dta 842626 842626 0 0 194207 194207
FIT_HPPP_Bound_060622_04.18052.18052.1.dta 881445 881445 0 0 28655 28655
FIT_HPPP_Bound_060622_04.18054.18054.2.dta 2003747 2003747 0 0 230786 230786
FIT_HPPP_Bound_060622_04.18054.18054.3.dta 2003747 2003747 0 0 230786 230786
FIT_HPPP_Bound_060622_04.18055.18055.1.dta 1755208 1755208 0 0 21435 21435
FIT_HPPP_Bound_060622_04.18056.18058.1.dta 39193636 22238098 0 0 1386658 983616
FIT_HPPP_Bound_060622_04.18059.18059.1.dta 1779926 1779926 0 0 15391 15391
FIT_HPPP_Bound_060622_04.18060.18060.1.dta 1630083 1630083 0 0 3698 3698
FIT_HPPP_Bound_060622_04.18062.18062.1.dta 1771793 1771793 0 0 15068 15068
FIT_HPPP_Bound_060622_04.18063.18063.1.dta 1455106 1455106 0 0 6027 6027
FIT_HPPP_Bound_060622_04.18064.18066.1.dta 34837952 18110026 0 0 965183 482705
FIT_HPPP_Bound_060622_04.18067.18067.1.dta 1031526 1031526 0 0 17800 17800
FIT_HPPP_Bound_060622_04.18068.18070.1.dta 1776656 969522 0 0 36339 27427
FIT_HPPP_Bound_060622_04.18071.18071.1.dta 594055 594055 0 0 13376 13376
FIT_HPPP_Bound_060622_04.18072.18074.1.dta 948179 492066 0 0 86478 47955
FIT_HPPP_Bound_060622_04.18075.18075.1.dta 373585 373585 0 0 64968 64968
FIT_HPPP_Bound_060622_04.18076.18076.1.dta 410934 410934 0 0 18686 18686
FIT_HPPP_Bound_060622_04.18078.18078.1.dta 257819 257819 0 0 53575 53575
FIT_HPPP_Bound_060622_04.18079.18079.1.dta 229254 229254 0 0 17997 17997
FIT_HPPP_Bound_060622_04.18080.18082.1.dta 737955 523797 0 0 32478 18608
FIT_HPPP_Bound_060622_04.18083.18083.1.dta 475413 475413 0 0 9516 9516
FIT_HPPP_Bound_060622_04.18084.18086.1.dta 979916 684998 0 0 65090 39918
FIT_HPPP_Bound_060622_04.18087.18087.2.dta 4388460 4388460 0 0 1330134 1330134
FIT_HPPP_Bound_060622_04.18088.18090.1.dta 1106625 741615 0 0 78310 46675
FIT_HPPP_Bound_060622_04.18091.18091.2.dta 4957719 4957719 0 0 1181646 1181646
FIT_HPPP_Bound_060622_04.18092.18092.1.dta 489413 489413 0 0 14314 14314
FIT_HPPP_Bound_060622_04.18094.18094.1.dta 448974 448974 0 0 25539 25539
FIT_HPPP_Bound_060622_04.18095.18095.1.dta 369763 369763 0 0 14589 14589
FIT_HPPP_Bound_060622_04.18096.18096.1.dta 171630 171630 0 0 24725 24725
FIT_HPPP_Bound_060622_04.18098.18098.1.dta 699917 699917 0 0 48261 48261
FIT_HPPP_Bound_060622_04.18099.18099.1.dta 331613 331613 0 0 35783 35783
FIT_HPPP_Bound_060622_04.18100.18100.1.dta 1591660 1591660 0 0 44568 44568
FIT_HPPP_Bound_060622_04.18102.18102.2.dta 196932 196932 0 0 21292 21292
FIT_HPPP_Bound_060622_04.18103.18103.2.dta 210387 210387 0 0 6113 6113
FIT_HPPP_Bound_060622_04.18104.18104.1.dta 1872306 1872306 0 0 41897 41897
FIT_HPPP_Bound_060622_04.18106.18106.1.dta 233311 233311 0 0 26374 26374
FIT_HPPP_Bound_060622_04.18107.18107.2.dta 234540 234540 0 0 8491 8491
FIT_HPPP_Bound_060622_04.18108.18108.2.dta 209652 209652 0 0 12938 12938
FIT_HPPP_Bound_060622_04.18110.18110.1.dta 317549 317549 0 0 9381 9381
FIT_HPPP_Bound_060622_04.18111.18111.1.dta 208398 208398 0 0 21109 21109
FIT_HPPP_Bound_060622_04.18112.18114.1.dta 414508 210598 0 0 1792 963
FIT_HPPP_Bound_060622_04.18115.18115.1.dta 154976 154976 0 0 20097 20097
FIT_HPPP_Bound_060622_04.18116.18118.2.dta 205170 111147 0 0 70282 39700
FIT_HPPP_Bound_060622_04.18119.18119.2.dta 160836 160836 0 0 2456 2456
FIT_HPPP_Bound_060622_04.18120.18120.1.dta 1247972 1247972 0 0 4915 4915
FIT_HPPP_Bound_060622_04.18122.18122.2.dta 490555 490555 0 0 98611 98611
FIT_HPPP_Bound_060622_04.18123.18124.1.dta 1589033 794517 0 0 213189 138609
FIT_HPPP_Bound_060622_04.18126.18126.1.dta 200726 200726 0 0 1684 1684
FIT_HPPP_Bound_060622_04.18127.18127.2.dta 118235 118235 0 0 10501 10501
FIT_HPPP_Bound_060622_04.18128.18128.2.dta 401624 401624 0 0 115537 115537
FIT_HPPP_Bound_060622_04.18130.18130.2.dta 509237 509237 0 0 84558 84558
FIT_HPPP_Bound_060622_04.18131.18131.1.dta 207134 207134 0 0 1842 1842
FIT_HPPP_Bound_060622_04.18132.18132.1.dta 124251 124251 0 0 1541 1541
FIT_HPPP_Bound_060622_04.18134.18134.1.dta 374951 374951 0 0 736 736
FIT_HPPP_Bound_060622_04.18135.18135.1.dta 116496 116496 0 0 3551 3551
FIT_HPPP_Bound_060622_04.18136.18136.2.dta 107417 107417 0 0 1742 1742
FIT_HPPP_Bound_060622_04.18136.18136.3.dta 107417 107417 0 0 1742 1742
FIT_HPPP_Bound_060622_04.18138.18138.1.dta 1401709 1401709 0 0 2430 2430
FIT_HPPP_Bound_060622_04.18139.18139.1.dta 627979 627979 0 0 15832 15832
FIT_HPPP_Bound_060622_04.18140.18140.2.dta 467102 467102 0 0 6098 6098
FIT_HPPP_Bound_060622_04.18142.18142.1.dta 1062610 1062610 0 0 2572 2572
FIT_HPPP_Bound_060622_04.18143.18143.2.dta 628944 628944 0 0 130582 130582
FIT_HPPP_Bound_060622_04.18144.18144.1.dta 490899 490899 0 0 14626 14626
FIT_HPPP_Bound_060622_04.18146.18146.2.dta 451673 451673 0 0 100332 100332
FIT_HPPP_Bound_060622_04.18147.18147.1.dta 167139 167139 0 0 1881 1881
FIT_HPPP_Bound_060622_04.18148.18148.1.dta 372364 372364 0 0 1304 1304
FIT_HPPP_Bound_060622_04.18150.18150.2.dta 113144 113144 0 0 7092 7092
FIT_HPPP_Bound_060622_04.18151.18151.1.dta 5834430 5834430 0 0 29641 29641
FIT_HPPP_Bound_060622_04.18152.18152.2.dta 92654 92654 0 0 8065 8065
FIT_HPPP_Bound_060622_04.18152.18152.3.dta 92654 92654 0 0 8065 8065
FIT_HPPP_Bound_060622_04.18154.18154.2.dta 171675 171675 0 0 8924 8924
FIT_HPPP_Bound_060622_04.18154.18154.3.dta 171675 171675 0 0 8924 8924
FIT_HPPP_Bound_060622_04.18155.18155.3.dta 109575 109575 0 0 18045 18045
FIT_HPPP_Bound_060622_04.18156.18156.2.dta 112037 112037 0 0 15191 15191
FIT_HPPP_Bound_060622_04.18156.18156.3.dta 112037 112037 0 0 15191 15191
FIT_HPPP_Bound_060622_04.18158.18158.2.dta 216820 216820 0 0 9195 9195
FIT_HPPP_Bound_060622_04.18158.18158.3.dta 216820 216820 0 0 9195 9195
FIT_HPPP_Bound_060622_04.18159.18159.1.dta 6030762 6030762 0 0 25563 25563
FIT_HPPP_Bound_060622_04.18160.18160.1.dta 112211 112211 0 0 2278 2278
FIT_HPPP_Bound_060622_04.18162.18162.3.dta 117381 117381 0 0 40897 40897
FIT_HPPP_Bound_060622_04.18163.18163.2.dta 86618 86618 0 0 2544 2544
FIT_HPPP_Bound_060622_04.18163.18163.3.dta 86618 86618 0 0 2544 2544
FIT_HPPP_Bound_060622_04.18164.18164.2.dta 62766 62766 0 0 8207 8207
FIT_HPPP_Bound_060622_04.18164.18164.3.dta 62766 62766 0 0 8207 8207
FIT_HPPP_Bound_060622_04.18166.18166.2.dta 116331 116331 0 0 1548 1548
FIT_HPPP_Bound_060622_04.18167.18167.2.dta 104122 104122 0 0 2756 2756
FIT_HPPP_Bound_060622_04.18167.18167.3.dta 104122 104122 0 0 2756 2756
FIT_HPPP_Bound_060622_04.18168.18168.2.dta 81248 81248 0 0 2669 2669
FIT_HPPP_Bound_060622_04.18170.18170.2.dta 90321 90321 0 0 9159 9159
FIT_HPPP_Bound_060622_04.18171.18171.2.dta 97776 97776 0 0 3024 3024
FIT_HPPP_Bound_060622_04.18172.18172.2.dta 73699 73699 0 0 13755 13755
